Time,Control Signal,Human_stretch_sensor,Human_contact_sensor,Robot_stretch_sensor,Robot_contact_sensor
58.90005875,1.561015248,831,158,64516,64573
58.95005798,1.67772615,786,159,64517,64578
59.00005722,1.796437144,854,160,64516,64581
59.05005646,1.913148046,855,160,64516,64582
59.10005569,2,854,161,64516,64585
59.15005875,2,866,162,64515,64587
59.20005417,2,866,162,64516,64588
59.25005341,2,840,162,64516,64589
59.30005646,2,822,161,64515,64589
59.35005951,2,802,162,64516,64590
59.40005493,2,612,162,64516,64592
59.45008469,2,1015,162,64516,64593
59.50009155,2,946,161,64516,64595
59.55005646,2,161,160,64516,64597
59.60009766,2,1013,160,64516,64598
59.65006256,2,1016,160,64516,64598
59.70006561,2,1016,159,64516,64600
59.75006485,2,1016,157,64516,64601
59.80006409,2,1016,156,64510,64602
59.85007095,2,1015,155,64516,64603
59.90006256,2,1016,156,64516,64606
59.95005417,2,1016,155,64516,64605
60.00005722,2,1016,154,64516,64606
60.05005646,2,1008,154,64516,64607
60.10005569,2,976,153,64516,64622
60.15005493,2,978,153,64516,64626
60.20005798,2,971,153,64516,64631
60.25005722,2,972,154,64516,64633
60.30006409,2,973,156,64516,64635
60.35005569,2,979,158,64516,64637
60.40005493,2,976,159,64516,64638
60.45005798,2,980,162,64516,64640
60.50005722,2,1009,163,64516,64641
60.55005646,2,1000,165,64516,64643
60.60005569,2,1002,165,64516,64644
60.65005875,2,1002,165,64515,64644
60.70007324,2,1010,165,64516,64645
60.75005722,2,1004,164,64516,64646
60.80005646,2,1003,161,64516,64647
60.85005951,2,1002,159,64516,64647
60.90009308,2,1002,155,64516,64650
60.95005417,2,1003,151,64516,64649
61.00005722,2,1002,149,64516,64649
61.05005646,2,890,148,64516,64650
61.10005569,2,912,150,64516,64650
61.1512146,2,996,150,64516,64651
61.2000885,2,952,153,64516,64652
61.25006104,2,1017,154,64515,64653
61.30006027,2,747,157,64516,64654
61.35005569,2,567,159,64516,64654
61.40005875,2,103,161,64516,64655
61.45005798,2,1017,163,64516,64655
61.50005341,2,1017,164,64516,64655
61.55006027,2,1017,166,64511,64656
61.60005569,2,1017,167,64516,64656
61.65005493,2,1017,169,64516,64656
61.70005798,2,1017,171,64516,64657
61.75005341,2,65387,171,64517,64658
61.80005646,1.677492142,1016,173,64516,64658
61.85005569,1.794203043,1017,173,64516,64658
61.90005493,1.910913944,1017,175,64516,64659
61.95005798,2,1017,176,64516,64659
62.00005722,2,432,176,64516,64659
62.05005646,2,65448,176,64516,64660
62.10005569,1.675492167,716,177,64516,64659
62.15005493,1.792203069,64695,177,64516,64660
62.20005417,1.467695236,36,179,64516,64661
62.25005722,1.584406137,773,180,64516,64661
62.30005646,1.701117039,64751,179,64516,64663
62.35006714,1.376609206,64571,179,64516,64662
62.40005875,1.035921693,64546,179,64516,64662
62.45005417,0.7337732315,64543,179,64516,64662
62.50005722,0.4774841666,64542,180,64516,64663
62.55005646,0.2407341599,64536,180,64516,64663
62.60005569,0.1610622704,64889,180,64516,64608
62.65005493,-0.1634455621,64562,178,64516,64554
62.70005417,-0.5201252699,64532,178,64516,64552
62.75005722,-0.4854690135,64528,178,64516,64542
62.80005646,-0.3796643317,64527,178,64516,64544
62.85005951,-0.2665705681,64527,179,64516,64547
62.90005493,-0.1534768045,64526,179,64516,64549
62.95005417,-0.03676585853,65297,180,64516,64551
63.00005722,-0.361273706,64627,181,64516,64553
63.05005646,-0.6857815385,64535,181,64516,64555
63.10008621,-0.7355158925,64527,178,64516,64556
63.15006256,-0.6224221587,64533,175,64517,64557
63.20005035,-0.6122034192,64537,172,64515,64558
63.25008011,-0.7235159278,64539,170,64516,64560
63.32908249,-0.889015913,64541,168,64515,64561
63.35006332,-1.106055021,64541,168,64515,64561
63.40005875,-1.32309413,64541,167,64516,64563
63.45005798,-1.538133144,64542,167,64516,64563
63.50005722,-1.774883151,64542,167,64516,64562
63.55005646,-2.011633158,64542,167,64516,64561
63.60005569,-2.248383045,64542,167,64515,64561
63.65008926,-2.487133026,64543,168,64516,64560
63.70007324,-2.743422031,64543,167,64516,64560
63.75006866,-2.999711037,64543,167,64516,64560
63.80009079,-3,64543,168,64517,64561
63.85006332,-3,64543,168,64518,64557
63.90007782,-3,64543,169,64519,64560
63.95005798,-3,64544,169,64520,64561
64.00005341,-3,64544,169,64520,64562
64.05005646,-3,64544,169,64520,64563
64.10005951,-3,64543,170,64521,64563
64.15006256,-3,64544,170,64520,64564
64.20007324,-3,64544,169,64520,64565
64.25005341,-3,64544,171,64521,64565
64.30005646,-3,64543,171,64520,64566
64.35005188,-3,64544,171,64521,64567
64.40005493,-3,64544,171,64521,64568
64.45007324,-3,64544,172,64521,64568
64.50005341,-3,64544,172,64522,64568
64.55016327,-3,64544,172,64522,64569
64.60005951,-3,64544,173,64522,64569
64.65005493,-3,64544,173,64522,64570
64.70007324,-3,64545,173,64523,64570
64.75005341,-3,64544,174,64523,64570
64.80005646,-3,64544,174,64523,64570
64.85005951,-3,64544,174,64524,64571
64.90005493,-3,64544,174,64523,64571
64.95005798,-3,64545,175,64523,64572
65.00005341,-3,64545,175,64524,64572
65.05005646,-3,64544,175,64524,64572
65.10005951,-3,64544,175,64524,64573
65.15005493,-3,64545,175,64524,64573
65.20005798,-3,64545,176,64524,64574
65.25005341,-3,64545,176,64525,64574
65.30005646,-3,64544,176,64525,64574
65.35005951,-3,64545,176,64525,64574
65.40005493,-3,64545,176,64525,64575
65.45005798,-3,64545,175,64525,64575
65.50005341,-3,64545,177,64525,64576
65.55005646,-3,64545,177,64525,64576
65.60005951,-3,64544,177,64525,64576
65.65005493,-3,64538,177,64525,64576
65.70005798,-3,64537,176,64525,64577
65.75005341,-3,64535,176,64525,64577
65.80005646,-3,64534,175,64525,64578
65.85005951,-3,64533,175,64525,64578
65.90005493,-2.973781347,64533,174,64525,64578
65.95005798,-2.947562695,64532,174,64525,64578
66.00006104,-2.894906521,64531,174,64525,64579
66.05005646,-2.818609715,64531,173,64525,64579
66.10005188,-2.742312908,64530,173,64525,64579
66.15005493,-2.64593792,64529,173,64524,64579
66.20005798,-2.535633326,64529,173,64525,64579
66.25006104,-2.423328638,64529,173,64519,64580
66.30005646,-2.323024035,64528,173,64517,64580
66.35005951,-2.215219259,64528,174,64516,64580
66.40005493,-2.109414577,64523,174,64516,64580
66.45005798,-1.992703676,64526,174,64518,64580
66.50007629,-1.871992707,64525,174,64517,64580
66.55005646,-1.753281713,64528,174,64516,64581
66.60005188,-1.647477031,64525,175,64516,64581
66.65005493,-1.530766129,64524,175,64516,64581
66.70005798,-1.414055228,64524,176,64516,64581
66.75005341,-1.297344327,64524,177,64516,64581
66.80005646,-1.180633426,64524,177,64516,64581
66.85005188,-1.063922524,64524,177,64516,64581
66.90005493,-0.9472115636,64524,178,64516,64581
66.95006561,-0.8305006027,64523,180,64516,64581
67.00006104,-0.7137896419,64523,180,64516,64582
67.05005646,-0.597078681,64523,180,64516,64582
67.1000824,-0.4803677201,64523,181,64516,64580
67.15005493,-0.3636567593,64523,182,64516,64581
67.20005798,-0.2469458133,64524,182,64516,64580
67.25005341,-0.1302348673,64523,182,64516,64579
67.30006409,-0.01352392137,64523,183,64516,64577
67.35005188,0.1031870246,64523,183,64516,64577
67.40005493,0.2198979706,64523,184,64516,64576
67.45005798,0.3366089165,64523,184,64516,64575
67.50005341,0.4533198476,64523,184,64516,64574
67.55005646,0.5700308084,64523,185,64516,64573
67.60005951,0.6867417693,64523,185,64516,64572
67.65005493,0.8034527302,64523,186,64516,64572
67.70005798,0.920163691,64523,186,64516,64572
67.75005341,1.036874652,64523,187,64516,64573
67.80007172,1.153585553,64523,187,64518,64560
67.85005188,1.274296522,64523,188,64516,64549
67.90005493,1.391007423,64523,188,64516,64553
67.95005798,1.507718325,64523,188,64516,64557
68.00006104,1.624429226,64523,189,64516,64560
68.05005646,1.741140127,64523,189,64516,64566
68.10005188,1.857851028,64523,189,64518,64567
68.15006256,1.978561997,64523,188,64516,64570
68.20005798,2,64523,188,64516,64571
68.25005341,2,64523,187,64518,64573
68.30005646,2,64523,186,64515,64574
68.35005951,2,64523,185,64516,64576
68.40005493,2,64524,184,64516,64577
68.45005798,2,64524,183,64516,64578
68.50005341,2,64524,181,64516,64579
68.55005646,2,64524,180,64516,64580
68.60005188,2,64525,180,64516,64581
68.65005493,2,64525,176,64516,64581
68.70005798,2,64526,178,64515,64583
68.75006104,2,64526,178,64516,64583
68.80131531,2,64527,185,64516,64584
68.85005951,2,64528,178,64516,64586
68.90006256,2,64527,178,64516,64586
68.95007324,2,64528,178,64516,64586
69.00006104,2,64530,178,64516,64587
69.05005646,2,64529,178,64516,64583
69.10005951,2,64529,179,64516,64590
69.15005493,2,64529,179,64516,64602
69.20005798,2,64530,179,64516,64609
69.25005341,2,64530,179,64516,64613
69.30005646,2,64530,179,64516,64615
69.35005951,2,64531,180,64520,64617
69.40005493,2,64531,179,64516,64618
69.45005798,2,64532,179,64516,64621
69.50006104,2,64532,179,64516,64622
69.55005646,2,64533,179,64516,64624
69.60005951,2,64534,179,64516,64625
69.65005493,1.979812503,64534,179,64516,64626
69.70005798,1.959625006,64535,178,64516,64627
69.75005341,1.909890652,64536,176,64516,64628
69.80005646,1.830218792,64541,177,64516,64629
69.85005951,1.615179777,64537,177,64516,64629
69.90005493,1.505867243,64539,176,64516,64631
69.95005798,1.340367198,64540,176,64516,64631
70.00006104,1.14912498,64541,175,64516,64632
70.05005646,0.9340859056,64542,175,64516,64633
70.10005951,0.6973358989,64543,175,64516,64633
70.15005493,0.441046834,64543,174,64516,64634
70.20005798,0.1847577691,64545,174,64516,64635
70.25005341,-0.1041563153,64542,175,64516,64562
70.30005646,-0.340906322,64542,174,64516,64553
70.35005951,-0.5776563287,64541,175,64516,64537
70.40005493,-0.7926954031,64542,175,64516,64538
70.45005798,-1.02944541,64542,175,64516,64540
70.50005341,-1.266195416,64543,175,64516,64543
70.55008698,-1.522484541,64543,176,64516,64545
70.60005951,-1.778773546,64544,176,64516,64546
70.65007019,-2.052437544,64543,176,64516,64547
70.70005798,-2.308726549,64543,177,64516,64546
70.75005341,-2.565015554,64543,177,64516,64548
70.80005646,-2.82130456,64544,177,64516,64549
70.8504715,-3,64544,178,64516,64550
70.90005493,-3,64544,178,64517,64549
70.95005798,-3,64544,178,64518,64551
71.00005341,-3,64544,179,64518,64552
71.05005646,-3,64545,179,64519,64553
71.1000824,-3,64544,179,64519,64554
71.15005493,-3,64545,180,64519,64555
71.20005798,-3,64545,180,64520,64556
71.25006104,-3,64545,180,64519,64557
71.30005646,-3,64545,182,64520,64558
71.35005951,-3,64545,181,64520,64558
71.40005493,-3,64545,181,64520,64559
71.45005798,-3,64545,181,64520,64560
71.50005341,-3,64545,181,64521,64561
71.55007172,-3,64545,182,64521,64563
71.60005188,-3,64544,182,64521,64562
71.65006256,-3,64542,182,64522,64562
71.70002747,-3,64541,182,64522,64563
71.75005341,-3,64541,182,64522,64564
71.80006409,-3,64541,183,64522,64564
71.85005951,-3,64542,183,64523,64564
71.90005493,-3,64542,183,64522,64565
71.95005798,-3,64542,184,64523,64566
72.00005341,-3,64542,184,64523,64566
72.05005646,-3,64543,184,64523,64566
72.10005951,-3,64542,184,64523,64567
72.15005493,-3,64542,185,64523,64567
72.20005798,-3,64543,185,64525,64568
72.25005341,-3,64543,185,64523,64568
72.30005646,-3,64543,185,64524,64568
72.3500824,-3,64543,185,64524,64569
72.40048981,-3,64543,185,64524,64569
72.45005798,-3,64543,174,64524,64569
72.50006104,-3,64543,158,64524,64570
72.55005646,-3,64543,130,64524,64570
72.60005951,-3,64542,137,64524,64571
72.65005493,-3,64542,179,64524,64571
72.70008087,-3,64542,185,64524,64571
72.75005341,-3,64540,185,64524,64572
72.80005646,-3,64539,184,64524,64572
72.85005951,-3,64539,186,64525,64572
72.90006256,-3,64540,186,64524,64572
72.95005798,-3,64541,185,64525,64573
73.00006104,-3,64541,186,64525,64573
73.05005646,-3,64541,182,64525,64573
73.10005951,-3,64541,171,64526,64573
73.15005493,-3,64542,156,64526,64574
73.2002182,-3,64542,153,64525,64574
73.25024414,-3,64542,154,64525,64574
73.30007172,-3,64542,157,64525,64575
73.35005951,-3,64539,160,64525,64575
73.40005493,-3,64537,178,64525,64576
73.45010376,-3,64532,182,64526,64574
73.50005341,-2.945343733,64531,181,64526,64576
73.55005646,-2.867046833,64529,180,64526,64577
73.60005951,-2.752742052,64528,179,64526,64577
73.65005493,-2.626937389,64528,178,64525,64577
73.70005798,-2.503132582,64527,178,64524,64577
73.75006104,-2.374038935,64526,177,64518,64577
73.80005646,-2.253328085,64526,178,64517,64577
73.85005188,-2.13461709,64525,177,64516,64577
73.90006256,-2.017906189,64524,177,64516,64577
73.95005798,-1.901195288,64524,177,64516,64577
74.00005341,-1.784484386,64523,177,64516,64577
74.05005646,-1.667773485,64523,177,64516,64577
74.10005951,-1.551062584,64523,176,64516,64577
74.15007782,-1.434351683,64523,175,64516,64578
74.20005798,-1.317640781,64522,175,64516,64578
74.25006104,-1.20092988,64522,174,64516,64578
74.30008698,-1.084218979,64522,173,64517,64578
74.3500824,-0.9655080438,64522,170,64516,64578
74.40005493,-0.8487970829,64522,169,64516,64578
74.45006561,-0.732086122,64522,169,64516,64578
74.50006104,-0.6153751612,64522,177,64516,64578
74.55005646,-0.4986642003,64522,178,64516,64578
74.60005188,-0.3819532394,64522,178,64516,64577
74.65029144,-0.2652422786,64523,180,64516,64577
74.70005798,-0.1485313326,64523,180,64516,64575
74.75006104,-0.03182038665,64522,181,64516,64573
74.80005646,0.08489055932,64522,182,64516,64572
74.85005951,0.2016015053,64522,183,64516,64572
74.90005493,0.3183124661,64522,183,64516,64570
74.95005798,0.435023427,64522,184,64516,64570
75.00005341,0.5517343879,64522,184,64516,64569
75.05005646,0.6684453487,64522,185,64516,64568
75.10005951,0.7851563096,64523,186,64516,64568
75.15005493,0.9018672705,64523,186,64517,64568
75.20008087,1.020578265,64523,187,64516,64569
75.25005341,1.137289166,64523,187,64516,64558
75.30005646,1.254000068,64523,187,64516,64547
75.35005951,1.370710969,64520,187,64516,64549
75.40006256,1.48742187,64523,187,64516,64554
75.45006561,1.604132771,64523,187,64516,64556
75.50005341,1.720843673,64523,188,64516,64561
75.55005646,1.837554574,64523,188,64516,64563
75.60005188,1.954265475,64519,188,64516,64565
75.65005493,2,64523,188,64516,64567
75.70006561,2,64523,188,64516,64568
75.75006866,2,64523,187,64516,64570
75.80005646,2,64523,186,64516,64571
75.85005951,2,64523,185,64516,64572
75.90005493,2,64523,184,64516,64572
75.95023346,2,64523,182,64516,64573
76.00309753,2,64523,181,64516,64574
76.05005646,2,64523,180,64516,64575
76.10005951,2,64524,179,64516,64577
76.1500473,2,64524,178,64516,64578
76.20005798,2,64524,177,64516,64579
76.25005341,2,64525,176,64516,64580
76.30006409,2,64525,175,64516,64581
76.35005951,2,64525,175,64516,64581
76.40006256,2,64525,175,64516,64582
76.45021057,2,64526,175,64516,64583
76.50005341,2,64527,175,64516,64579
76.55005646,2,64527,175,64516,64588
76.60005951,2,64527,175,64516,64598
76.65005493,2,64527,175,64514,64603
76.70005798,2,64528,175,64516,64606
76.75006866,2,64528,176,64516,64609
76.80039978,2,64528,176,64516,64610
76.85043335,2,64529,176,64516,64612
76.90013885,2,64530,176,64515,64614
76.95005798,2,64530,177,64516,64616
77.00005341,2,64530,177,64516,64617
77.05005646,2,64531,177,64516,64618
77.10005951,2,64531,177,64516,64620
77.15005493,2,64532,177,64516,64621
77.20005798,2,64532,178,64516,64622
77.25006104,2,64533,178,64516,64623
77.30006409,2,64533,179,64516,64624
77.35005951,2,64533,180,64516,64625
77.40006256,2,64533,180,64516,64628
77.45006561,2,64534,180,64516,64626
77.50005341,1.979812503,64534,180,64516,64623
77.55005646,1.959625006,64535,179,64517,64628
77.60005951,1.911890626,64535,179,64516,64628
77.65005493,1.862156272,64536,180,64516,64629
77.70005798,1.782484412,64536,179,64514,64629
77.75006104,1.698812485,64537,179,64516,64630
77.80005646,1.58949995,64537,179,64516,64631
77.85005951,1.480187416,64539,178,64516,64631
77.90005493,1.314687371,64540,178,64516,64632
77.95005798,1.123445153,64540,177,64516,64632
78.00005341,0.9322029352,64542,177,64516,64633
78.05005646,0.6954529285,64543,177,64516,64634
78.10007477,0.4391638637,64543,176,64519,64634
78.15008545,0.1888747811,64544,176,64516,64634
78.20005798,-0.08478930593,64545,176,64516,64560
78.25006104,-0.3737033904,64545,177,64516,64552
78.30006409,-0.662617445,64546,176,64516,64537
78.35005951,-0.9647659063,64545,176,64516,64538
78.40005493,-1.253679991,64543,176,64516,64540
78.4500885,-1.509968996,64547,177,64516,64542
78.50006104,-1.823461175,64545,177,64516,64543
78.55005646,-2.112375259,64545,177,64516,64544
78.60005951,-2.401289463,64545,177,64516,64545
78.65005493,-2.690203667,64545,178,64516,64546
78.70005798,-2.97911787,64545,178,64516,64547
78.75006104,-3,64545,179,64517,64548
78.80005646,-3,64545,179,64517,64546
78.85006714,-3,64545,179,64518,64548
78.90005493,-3,64545,180,64518,64550
78.95005798,-3,64543,180,64519,64551
79.00008392,-3,64546,180,64519,64552
79.05005646,-3,64546,181,64519,64553
79.10005188,-3,64546,181,64519,64554
79.15005493,-3,64546,182,64519,64554
79.20005798,-3,64546,181,64519,64555
79.25006104,-3,64546,182,64519,64556
79.30005646,-3,64545,182,64520,64557
79.35005951,-3,64542,182,64520,64558
79.40006256,-3,64535,181,64520,64558
79.45005798,-3,64533,179,64521,64559
79.50005341,-2.981781244,64531,179,64522,64560
79.55005646,-2.91148448,64530,177,64522,64560
79.60005951,-2.821109533,64529,177,64522,64560
79.65005493,-2.714804888,64528,176,64522,64561
79.70005798,-2.597000122,64527,176,64522,64561
79.75005341,-2.471906424,64527,175,64521,64562
79.80005646,-2.34881258,64526,175,64517,64562
79.85005951,-2.230101585,64525,175,64516,64563
79.90005493,-2.113390684,64524,175,64516,64563
79.95005798,-1.996679783,64524,175,64516,64563
80.00005341,-1.879968882,64523,175,64516,64564
80.05005646,-1.76325798,64523,175,64516,64564
80.10005188,-1.646547079,64523,175,64516,64564
80.15005493,-1.529836178,64523,173,64516,64564
80.20006561,-1.413125277,64523,176,64516,64565
80.25005341,-1.296414375,64523,176,64516,64566
80.30005646,-1.179703474,64523,176,64516,64566
80.35005951,-1.062992573,64523,177,64517,64566
80.40005493,-0.9442816377,64523,177,64516,64567
80.45007324,-0.8275706768,64523,177,64516,64567
80.50005341,-0.7108597159,64523,177,64516,64567
80.55005646,-0.5941487551,64523,178,64516,64567
80.60005951,-0.4774377942,64523,178,64516,64568
80.65005493,-0.3607268333,64521,178,64516,64567
80.70005798,-0.2440158874,64523,179,64515,64567
80.75006104,-0.1293049455,64523,179,64516,64566
80.80007935,-0.01259399951,64523,180,64516,64565
80.85005951,0.1041169465,64523,180,64516,64564
80.90005493,0.2208278924,64523,181,64516,64564
80.95005798,0.3375388384,64523,181,64516,64563
81.00005341,0.4542497993,64522,182,64516,64563
81.05005646,0.5709607601,64523,182,64516,64563
81.10005951,0.687671721,64523,182,64516,64562
81.15005493,0.8043826818,64523,182,64516,64562
81.20005798,0.9210936427,64523,183,64516,64562
81.25006104,1.037804604,64523,183,64516,64563
81.30005646,1.154515505,64523,183,64516,64551
81.35007477,1.271226406,64523,184,64516,64544
81.40006256,1.387937307,64524,184,64516,64547
81.45005798,1.504648209,64523,184,64515,64551
81.50008392,1.619359136,64523,184,64516,64555
81.55005646,1.736070037,64523,185,64516,64557
81.60005188,1.852780938,64524,179,64516,64560
81.65006256,1.969491839,64524,185,64516,64561
81.70005798,2,64524,185,64516,64563
81.75005341,2,64524,186,64516,64564
81.80005646,2,64524,186,64515,64565
81.85005951,2,64524,185,64516,64567
81.90005493,2,64524,185,64516,64568
81.95005798,2,64524,184,64516,64569
82.00005341,2,64524,183,64516,64569
82.05005646,2,64525,182,64516,64570
82.10005951,2,64525,182,64516,64571
82.15005493,2,64526,181,64516,64572
82.20005798,2,64527,182,64516,64573
82.25005341,2,64525,179,64516,64574
82.30005646,2,64529,179,64516,64578
82.35005951,2,64530,178,64516,64576
82.40005493,2,64531,178,64516,64577
82.45005798,2,64533,177,64516,64578
82.50006104,2,64534,176,64516,64573
82.55007935,1.979812503,64536,175,64516,64577
82.60005951,1.900140643,64537,175,64516,64582
82.65006256,1.790828109,64539,175,64516,64590
82.7000885,1.625328064,64540,174,64516,64595
82.75008392,1.434085846,64541,175,64516,64598
82.80007935,1.219046831,64543,175,64516,64601
82.85005951,0.9627577662,64544,174,64516,64603
82.90005493,0.689093709,64544,175,64516,64605
82.95005798,0.4154296219,64544,171,64516,64607
83.00006104,0.1417655349,64545,175,64516,64608
83.05005646,-0.1471485496,64545,176,64516,64560
83.10006714,-0.436062634,64546,176,64516,64543
83.15007019,-0.7382110953,64546,177,64516,64535
83.20005798,-1.040359497,64546,177,64516,64536
83.25006104,-1.342507958,64546,178,64516,64539
83.30005646,-1.64465642,64547,178,64517,64541
83.35005951,-1.956148624,64547,179,64516,64542
83.40005493,-2.269640923,64547,182,64516,64543
83.45011902,-2.583133221,64547,180,64516,64544
83.50005341,-2.896625519,64547,180,64516,64545
83.55005646,-3,64547,180,64516,64547
83.60005188,-3,64547,181,64516,64546
83.65005493,-3,64547,181,64517,64547
83.70005798,-3,64547,182,64518,64549
83.75005341,-3,64547,182,64518,64550
83.80005646,-3,64547,182,64518,64551
83.85005951,-3,64541,182,64519,64552
83.90005493,-3,64536,182,64519,64553
83.95005798,-3,64532,180,64519,64554
84.00005341,-2.959343672,64530,178,64519,64555
84.05005646,-2.874968767,64528,177,64519,64556
84.10005951,-2.763164043,64527,176,64519,64556
84.15005493,-2.644070387,64527,176,64519,64557
84.20005798,-2.52497673,64526,175,64519,64557
84.25005341,-2.402265787,64526,175,64518,64558
84.30005646,-2.281554937,64525,175,64516,64558
84.35005951,-2.164844036,64525,175,64516,64559
84.40005493,-2.048133135,64525,176,64516,64559
84.45005798,-1.931422234,64524,176,64517,64560
84.50005341,-1.812711239,64524,176,64516,64561
84.55005646,-1.696000338,64523,177,64516,64561
84.60005188,-1.579289436,64523,177,64516,64561
84.65005493,-1.462578535,64523,177,64516,64561
84.70005798,-1.345867634,64523,177,64516,64562
84.75006104,-1.229156733,64522,178,64516,64562
84.80005646,-1.112445831,64523,178,64516,64564
84.85005951,-0.9957348704,64523,179,64516,64563
84.90006256,-0.8790239096,64523,179,64516,64563
84.95005798,-0.7623129487,64523,180,64516,64564
85.00384521,-0.6456019878,64523,180,64516,64564
85.05005646,-0.528891027,64523,181,64516,64564
85.10005188,-0.4121800661,64522,181,64515,64564
85.15005493,-0.2974691391,64522,181,64516,64564
85.20005798,-0.1807581931,64523,181,64515,64564
85.25005341,-0.06604725122,64522,187,64516,64563
85.3000946,0.05066369474,64523,182,64516,64562
85.35005951,0.1673746407,64523,183,64514,64561
85.40005493,0.2800855935,64523,183,64516,64561
85.45005798,0.3967965245,64523,184,64516,64562
85.50005341,0.5135074854,64523,184,64516,64561
85.55005646,0.6302184463,64523,184,64516,64560
85.60005951,0.7469294071,64523,185,64516,64559
85.65005493,0.863640368,64523,183,64516,64560
85.70005798,0.9803513288,64523,185,64516,64560
85.75021362,1.09706223,64524,186,64516,64557
85.80007172,1.213773131,64523,186,64516,64543
85.85005951,1.330484033,64523,186,64516,64544
85.90005493,1.447194934,64523,186,64516,64548
85.95005798,1.563905835,64523,186,64516,64553
86.00005341,1.680616736,64523,187,64516,64558
86.05007172,1.797327638,64523,187,64516,64558
86.10006714,1.914038539,64523,187,64516,64560
86.15071869,2,64523,185,64516,64562
86.20005798,2,64525,182,64516,64564
86.25011444,2,64525,182,64516,64565
86.30005646,2,64526,180,64516,64565
86.35005188,2,64527,179,64516,64566
86.40005493,2,64526,178,64515,64565
86.45005798,2,64531,177,64516,64566
86.50006104,2,64533,175,64515,64568
86.55005646,2,64535,174,64516,64570
86.60005188,1.950265646,64537,173,64516,64570
86.65005493,1.840953112,64539,173,64516,64572
86.70006561,1.675453067,64540,173,64515,64573
86.75019073,1.482210875,64541,173,64516,64573
86.80005646,1.26717186,64542,174,64516,64574
86.85005951,1.030421853,64543,174,64516,64576
86.90005493,0.7741327882,64544,174,64516,64576
86.95005798,0.5004687309,64544,175,64516,64577
87.00005341,0.2268046439,64545,175,64516,64578
87.05005646,-0.06210944057,64544,176,64516,64578
87.10005188,-0.3357735276,64545,176,64516,64542
87.15005493,-0.6246876121,64545,177,64516,64540
87.20005798,-0.9136016965,64545,177,64516,64535
87.25005341,-1.202515841,64545,178,64515,64538
87.30005646,-1.493429899,64546,178,64516,64541
87.35005188,-1.795578361,64546,179,64516,64542
87.40007782,-2.097726822,64546,179,64516,64543
87.45005798,-2.399875164,64546,180,64516,64545
87.50005341,-2.702023506,64546,180,64516,64545
87.55005646,-3,64545,181,64516,64546
87.60005951,-3,64546,181,64516,64548
87.65005493,-3,234,182,64517,64545
87.70005798,-2.881289005,64708,182,64517,64547
87.75006104,-3,65277,183,64518,64549
87.80005646,-3,64613,183,64518,64550
87.85005188,-3,64556,183,64519,64551
87.90005493,-3,64548,183,64519,64552
87.95006561,-3,64547,184,64519,64553
88.00006104,-3,64547,184,64519,64553
88.05005646,-3,64547,184,64519,64554
88.10009003,-3,64547,184,64519,64555
88.15005493,-3,64546,184,64519,64556
88.20005798,-3,64546,185,64519,64557
88.25006104,-3,64546,185,64520,64556
88.30005646,-3,64546,185,64520,64558
88.3500824,-3,64546,185,64520,64558
88.40005493,-3,64546,185,64520,64558
88.45013428,-3,64545,185,64520,64559
88.50005341,-3,64545,185,64520,64559
88.55005646,-3,64545,186,64521,64560
88.60005951,-3,64545,185,64521,64560
88.65005493,-3,64545,186,64521,64561
88.70005798,-3,64545,186,64522,64560
88.75005341,-3,64545,186,64522,64562
88.80005646,-3,64545,186,64522,64562
88.85005951,-3,64545,186,64522,64562
88.90005493,-3,64546,186,64522,64563
88.95005798,-3,64546,186,64523,64563
89.00005341,-3,64545,186,64523,64563
89.05005646,-3,64546,186,64523,64562
89.10007477,-3,64545,187,64523,64564
89.15005493,-3,64545,186,64523,64564
89.20005798,-3,64546,186,64523,64565
89.25005341,-3,64545,186,64523,64565
89.30005646,-3,64546,186,64523,64566
89.35005951,-3,64546,186,64523,64566
89.40005493,-3,64546,185,64523,64566
89.45005798,-3,64545,185,64524,64566
89.50005341,-3,64545,185,64523,64567
89.55005646,-3,64544,185,64524,64567
89.60005188,-3,64545,185,64524,64567
89.65005493,-3,64545,186,64526,64567
89.70005798,-3,64545,186,64524,64568
89.75005341,-3,64544,186,64524,64568
89.80005646,-3,64543,186,64524,64568
89.85005951,-3,64544,186,64524,64569
89.90006256,-3,64544,186,64524,64569
89.95005798,-3,64543,187,64524,64569
90.00452423,-3,64543,187,64524,64569
90.05005646,-3,64543,187,64525,64570
90.10005951,-3,64543,187,64525,64570
90.15006256,-3,64543,186,64525,64570
90.20005798,-3,64543,187,64525,64570
90.25005341,-3,64543,187,64525,64570
90.30010223,-3,64543,187,64525,64571
90.35006714,-3,64543,187,64525,64570
90.40005493,-3,64543,187,64525,64571
90.45005798,-3,64542,187,64525,64571
90.50005341,-3,64542,187,64525,64571
90.55005646,-3,64543,188,64525,64572
90.60007477,-3,64543,188,64525,64572
90.65006256,-3,64543,188,64525,64572
90.70005798,-3,64543,188,64525,64573
90.75005341,-3,64543,188,64525,64572
90.80006409,-3,64543,188,64525,64573
90.85005951,-3,64543,188,64525,64573
90.90005493,-3,64543,188,64526,64573
90.95005798,-3,64543,189,64525,64573
91.00006104,-3,64543,189,64526,64573
91.05005646,-3,64544,189,64526,64573
91.10005951,-3,64543,189,64526,64574
91.15005493,-3,64543,189,64526,64574
