Time,Control Signal,Human_stretch_sensor,Human_contact_sensor,Robot_stretch_sensor,Robot_contact_sensor
5.00419992e-05,0,0,0,0,0
0.05005824938,-3,0,0,0,0
0.1000562087,-3,0,0,0,0
0.150056228,-3,0,0,0,0
0.2000607401,-3,0,0,0,0
0.2500596046,-3,0,0,0,0
0.3000606596,-3,0,0,0,0
0.3500911593,-3,64535,980,64548,64681
0.4000831544,-2.985734463,64534,967,64548,64681
0.4500566721,-2.941921949,64532,898,64548,64681
0.5000569224,-2.843265772,64532,997,64548,64681
0.5500574708,-2.744609594,64533,953,64548,64678
0.6000561118,-2.672390938,64531,979,64547,64681
0.6500560641,-2.552093983,64529,967,64545,64680
0.7000555992,-2.399789333,64528,956,64530,64680
0.7500553727,-2.265984535,64528,968,64522,64679
0.800055027,-2.14817977,64528,1020,64518,64679
0.8500605822,-2.038375139,64529,996,64517,64677
0.9000553489,-1.942070484,64529,983,64517,64676
0.9500610828,-1.845765829,64528,980,64517,64676
1.000057459,-1.737961173,64529,918,64517,64675
1.050055623,-1.641656518,64527,834,64516,64675
1.10005784,-1.528562784,64527,941,64516,64674
1.150057197,-1.41546905,64527,951,64516,64673
1.200054884,-1.302375317,64526,1008,64516,64673
1.250058293,-1.185664415,64524,1019,64516,64672
1.300056934,-1.068953514,64526,1020,64516,64672
1.35005641,-0.9522425532,64527,948,64516,64672
1.400059581,-0.8391488194,64527,1015,64516,64671
1.450058937,-0.7260550857,64526,918,64516,64671
1.500058293,-0.6093441248,64527,886,64516,64670
1.550056219,-0.4962503612,64530,982,64516,64667
1.600055337,-0.4178753495,64531,871,64516,64663
1.650057077,-0.3595784605,64532,792,64515,64660
1.700055242,-0.3269222081,64533,907,64516,64656
1.750214219,-0.3187034726,64533,809,64516,64656
1.800055861,-0.3104847074,64532,942,64516,64653
1.850068569,-0.2758284509,64532,869,64516,64653
1.90005815,-0.2411721945,64528,790,64516,64653
1.950094342,-0.1353675127,64528,923,64516,64654
2.000076294,-0.02956282347,64528,854,64516,64654
2.050085068,0.07624186575,64528,800,64516,64651
2.100082636,0.1820465624,64528,801,64516,64648
2.15006876,0.2878512442,64526,864,64516,64643
2.200119019,0.4045621753,64526,857,64516,64641
2.250060558,0.5212731361,64848,764,64515,64637
2.300055504,0.1947652996,64575,701,64516,64634
2.35005784,-0.129742533,64543,665,64516,64632
2.400056601,-0.3860315979,64535,597,64516,64632
2.450059414,-0.4357659817,64534,730,64516,64624
2.500058174,-0.4559534788,64533,848,64516,64620
2.55005908,-0.4477347136,64530,738,64516,64616
2.60006237,-0.3693597019,64529,688,64517,64619
2.650066614,-0.273055017,64529,624,64516,64621
2.700061798,-0.1787503362,64527,591,64516,64623
2.750085354,-0.06565658003,64526,586,64516,64624
2.800055027,0.05105436593,64525,522,64516,64625
2.850058794,0.1677653193,64526,487,64516,64626
2.900055647,0.2844762802,64527,452,64516,64625
2.950055361,0.3975700438,64531,421,64516,64623
3.000096321,0.4558669329,64531,399,64515,64624
3.050082207,0.5121638179,64531,382,64516,64624
3.10005641,0.5704606771,64535,775,64516,64626
3.150054216,0.5207263231,64530,738,64516,64629
3.200093746,0.599101305,64530,663,64516,64631
3.250079393,0.6774762869,64530,620,64516,64630
3.30005455,0.7558512688,64529,555,64515,64633
3.350054741,0.8481559753,64528,515,64516,64633
3.400083542,0.9539606571,64529,471,64516,64633
3.450054646,1.048265338,64528,439,64516,64628
3.500054359,1.15407002,64528,406,64516,64602
3.550055504,1.259874701,64528,376,64516,64603
3.600063562,1.365679383,64528,354,64516,64612
3.650084972,1.471484065,64529,332,64516,64621
3.700055838,1.565788746,64531,316,64515,64627
3.750059605,1.622085571,64532,299,64516,64631
3.800055742,1.656741858,64532,284,64516,64634
3.850065231,1.691398144,64531,276,64516,64636
3.900061131,1.749695063,64529,266,64516,64638
3.950058222,1.843999743,64526,254,64516,64639
4.000054836,1.960710645,64525,243,64516,64642
4.05005455,2,64524,235,64516,64644
4.100085735,2,64525,228,64516,64645
4.150055885,2,64525,223,64516,64646
4.200057507,2,64525,217,64515,64647
4.250058174,2,64527,209,64516,64649
4.30005455,2,64530,208,64516,64649
4.350056171,2,64531,204,64516,64650
4.400054455,2,64532,200,64516,64651
4.450055599,2,64533,197,64516,64652
4.500089645,2,64531,194,64516,64652
4.550056934,2,64529,192,64516,64653
4.60008955,2,64529,190,64516,64654
4.650137424,2,64529,186,64516,64656
4.700083733,2,523,186,64516,64655
4.750091553,2,64662,179,64516,64656
4.800061226,1.675492167,64548,178,64516,64657
4.850112915,1.352398396,64533,181,64516,64657
4.900058746,1.360617161,64531,180,64516,64657
4.950059414,1.41891408,64530,179,64516,64658
5.000059605,1.497289062,64527,178,64516,64658
5.050055504,1.610382795,64529,178,64516,64659
5.100055695,1.704687476,64530,177,64516,64660
5.150063038,1.783062458,64530,177,64516,64660
5.200081348,1.86143744,64531,177,64516,64660
5.250058651,1.919734359,64530,176,64516,64661
5.300057411,1.998109341,64529,175,64516,64661
5.350056171,2,64529,175,64516,64662
5.400064945,2,64530,174,64516,64662
5.450056553,2,64531,173,64516,64662
5.50005722,2,64531,172,64516,64663
5.550086975,2,64531,172,64516,64663
5.600055695,2,64531,171,64516,64664
5.650058746,2,64532,938,64516,64664
5.700055599,2,64807,877,64516,64664
5.750058174,1.675492167,64558,781,64516,64665
5.800055981,1.317828059,64537,713,64516,64666
5.850062847,1.208515525,64534,646,64515,64665
5.900089741,1.186328053,64532,600,64516,64666
5.950060368,1.22098434,64533,717,64516,64666
6.000083447,1.229203105,64534,950,64516,64666
6.050057888,1.209015608,64534,940,64516,64667
6.100061417,1.188828111,64534,832,64516,64667
6.150061607,1.168640614,64535,757,64516,64667
6.200060368,1.11890626,64534,681,64516,64670
6.250084877,1.098718762,64535,628,64516,64668
6.300059795,1.048984408,64535,572,64516,64668
6.350059986,0.9992500544,64535,525,64516,64668
6.40005827,0.9495157003,64535,495,64516,64669
6.450090408,0.8997813463,64535,453,64516,64669
6.500059605,0.8500469923,64535,426,64516,64670
6.55006218,0.8003126383,64536,398,64516,64669
6.60006094,0.7206407785,64536,381,64516,64670
6.650090218,0.6409689188,64536,355,64516,64671
6.700059891,0.5612970591,64536,338,64516,64671
6.750059128,0.4816251695,64535,321,64516,64671
6.800061703,0.4318907857,64533,305,64516,64653
6.850061417,0.440109551,64532,293,64516,64578
6.900086403,0.4747658074,64533,283,64516,64563
6.950079918,0.4829845428,64533,270,64516,64571
7.00005722,0.4912033081,64534,262,64516,64574
7.050056934,0.471015811,64534,252,64516,64575
7.100056648,0.4508283138,64534,245,64515,64574
7.150085926,0.4286408126,64534,237,64516,64575
7.20005703,0.4084533155,64533,233,64516,64576
7.250177383,0.416672051,64533,226,64516,64578
7.300058365,0.4248908162,64533,220,64515,64580
7.350058079,0.4311095774,64534,216,64516,64581
7.400060177,0.4109220803,64533,211,64515,64582
7.45010519,0.4171408415,64532,207,64516,64583
7.500059605,0.4517970979,64533,204,64516,64585
7.550060272,0.4600158334,64534,201,64516,64585
7.600059032,0.4398283362,64534,197,64516,64586
7.650099754,0.4196408391,64828,195,64516,64587
7.700055599,0.09513300657,64575,193,64516,64588
7.750054836,-0.229374826,64539,190,64516,64589
7.800082207,-0.394874841,64535,188,64516,64587
7.850090504,-0.4446092248,64534,187,64515,64583
7.900084019,-0.466796726,65162,186,64516,64581
7.95005703,-0.7913045883,64657,185,64516,64582
8.000058174,-1.115812421,64542,184,64516,64583
8.050095558,-1.352562428,64536,183,64516,64583
8.100081444,-1.432234287,64535,182,64516,64579
8.1500597,-1.481968641,64535,182,64516,64577
8.200061798,-1.531702995,64533,180,64516,64576
8.250061035,-1.52348423,64531,177,64516,64577
8.300058365,-1.465187311,64531,174,64516,64578
8.350058556,-1.406890392,64530,171,64516,64579
8.4000597,-1.32851541,64529,170,64516,64579
8.450066566,-1.23421073,64528,166,64516,64580
8.500065804,-1.128406048,64527,162,64516,64581
8.550060272,-1.015312314,64527,159,64516,64582
8.600060463,-0.9022185802,64527,157,64516,64582
8.650056839,-0.7891248465,64527,155,64516,64583
8.700056076,-0.6760311127,64527,154,64516,64584
8.750061989,-0.5629373789,64527,152,64516,64584
8.800057411,-0.4498436153,64527,150,64516,64585
8.850094795,-0.3367498517,64527,150,64516,64585
8.900061607,-0.2236560881,64527,147,64516,64586
8.95005703,-0.110562332,64528,144,64516,64585
9.000056267,-0.004757642746,64529,142,64516,64585
9.050056458,0.08954704553,64531,139,64516,64584
9.100055695,0.1478439271,64531,140,64516,64584
9.150084496,0.2061408013,64531,139,64516,64583
9.200059891,0.2644376755,64530,139,64516,64584
9.250087738,0.3428126872,64530,139,64516,64585
9.300059319,0.4211876988,64529,138,64515,64590
9.350082397,0.5134924054,64529,137,64516,64585
9.400085449,0.6077970862,64529,137,64516,64584
9.450078011,0.7021017671,64529,138,64516,64584
9.500055313,0.7964064479,64529,139,64516,64585
9.550061226,0.8907111287,64530,140,64516,64585
9.600058556,0.9690861106,64529,139,64515,64585
9.650083542,1.061390758,64529,138,64516,64571
9.700056076,1.155695438,64528,137,64516,64559
9.750063896,1.26150012,64529,135,64515,64564
9.800097466,1.353804827,64530,134,64516,64576
9.850056648,1.432179809,64531,134,64515,64585
9.900069237,1.488476634,64532,134,64516,64596
9.950072289,1.52313292,64531,133,64516,64604
10.00005531,1.581429839,64529,132,64515,64609
10.05006504,1.673734546,64528,131,64516,64612
10.10008049,1.779539227,64529,130,64515,64615
10.15008831,1.871843934,64529,129,64516,64617
10.20007133,1.966148615,64530,129,64516,64619
10.25005913,2,64530,128,64516,64621
10.30005646,2,64530,128,64516,64622
10.35005569,2,64531,127,64515,64623
10.40008831,2,64531,127,64516,64626
10.45006084,2,64530,127,64516,64625
10.50005722,2,64526,127,64516,64627
10.55005455,2,64527,128,64516,64628
10.60006237,2,64527,129,64516,64629
10.65005779,2,64527,132,64516,64630
10.70010471,2,64527,133,64516,64630
10.75005436,2,64526,133,64516,64631
10.80007172,2,64526,132,64516,64632
10.85005569,2,64528,130,64516,64633
10.90005684,2,64529,127,64516,64634
10.95005512,2,64530,128,64516,64638
11.00005531,2,64531,128,64516,64635
11.05005741,2,64531,128,64516,64637
11.10005569,2,64532,129,64516,64641
11.1500597,2,64535,129,64516,64645
11.20005798,1.950265646,64533,130,64516,64650
11.25005627,1.958484411,64534,130,64515,64653
11.30005932,1.93629694,64535,131,64516,64655
11.35005665,1.886562586,64534,131,64515,64656
11.40005684,1.864375114,64535,132,64516,64658
11.45015144,1.81464076,64535,133,64516,64658
11.50005722,1.764906406,64536,134,64516,64660
11.55005741,1.685234547,64536,134,64516,64661
11.60005665,1.605562687,64537,135,64516,64661
11.65005589,1.496250153,64537,135,64516,64662
11.70005989,1.386937618,64537,136,64516,64663
11.75006008,1.277625084,64537,137,64516,64664
11.80008125,1.16831255,64536,137,64516,64664
11.85005569,1.08864069,64535,137,64516,64665
11.90005684,1.038906336,64535,138,64516,64666
11.95008183,0.9891719818,64535,139,64516,64666
12.00005436,0.9394376278,64534,140,64516,64667
12.0500555,0.9192501307,64535,140,64516,64667
12.10008335,0.8695157766,64535,141,64516,64667
12.15005684,0.8197814226,64536,141,64516,64668
12.20005989,0.7401095629,64537,139,64516,64669
12.25005913,0.6307970285,64538,142,64516,64669
12.3000555,0.4927267134,64539,143,64516,64670
12.35005665,0.3272266984,64539,143,64516,64613
12.40005684,0.1617266834,64538,144,64516,64562
12.45005417,0.02365636826,64533,144,64516,64563
12.50009537,0.03187511861,64533,145,64516,64546
12.5500555,0.04009386897,64532,145,64515,64549
12.60006046,0.07275012136,64532,145,64516,64551
12.65006256,0.1074063778,64532,146,64516,64554
12.70006084,0.1420626342,64532,146,64516,64556
12.75005817,0.1767188907,64532,146,64516,64557
12.80005741,0.2113751471,64534,146,64514,64560
12.85005474,0.1871876419,64533,147,64516,64561
12.90008736,0.1954063922,64532,147,64516,64563
12.95008659,0.2300626487,64533,147,64516,64564
13.00006294,0.238281399,64532,148,64516,64565
13.05008888,0.2729376554,64534,148,64516,64566
13.1000576,0.2527501583,64535,148,64516,64568
13.15010357,0.2030157745,64536,149,64515,64568
13.20005703,0.1213438958,64536,149,64516,64569
13.25005722,0.0416720137,64537,149,64516,64570
13.30010223,-0.06764049083,64537,149,64516,64571
13.35005665,-0.1769529879,64537,150,64516,64572
13.40008926,-0.2862654924,64537,150,64515,64573
13.45005608,-0.397578001,64535,150,64515,64573
13.50005627,-0.4493123889,64532,151,64516,64573
13.55005836,-0.4146561325,64537,150,64516,64574
13.60008907,-0.523968637,64532,150,64516,64574
13.6500864,-0.4893123806,64530,150,64515,64575
13.70005798,-0.4129373729,64529,150,64516,64575
13.75005722,-0.3186326921,64528,149,64516,64577
13.80008507,-0.2128280103,64527,149,64516,64577
13.85008717,-0.09973425418,64527,148,64516,64578
13.90006447,0.01335950196,64527,149,64516,64579
13.95005894,0.1264532506,64528,149,64516,64580
14.00008011,0.2322579324,64529,149,64515,64580
14.05005741,0.3245626092,64530,148,64516,64580
14.10005665,0.4029376209,64530,148,64515,64579
14.15012932,0.4793126285,64531,148,64516,64577
14.20008373,0.5376095176,64532,148,64516,64576
14.25009155,0.5722657442,64532,147,64515,64574
14.30005836,0.6049219966,64534,147,64515,64575
14.35009384,0.5827344656,64533,147,64516,64575
14.40006161,0.5909532309,64534,146,64516,64577
14.45009232,0.5707657337,64534,146,64516,64578
14.50010109,0.5505782366,64533,146,64516,64580
14.55005741,0.5587970018,64534,146,64516,64581
14.60007954,0.5386095047,64534,146,64516,64581
14.65008163,0.5184220076,64534,146,64516,64583
14.70005798,0.4982345104,64532,147,64515,64583
14.75005913,0.5308907628,64535,147,64516,64584
14.80005836,0.481156379,64535,148,64515,64584
14.85005569,0.4294219911,64535,148,64516,64585
14.90005875,0.3796876073,64536,148,64516,64586
14.95005608,0.3000157177,64536,148,64516,64586
15.00005817,0.2203438282,64535,148,64516,64586
15.05005932,0.1706094444,64534,148,64516,64586
15.1000576,0.1504219472,64533,148,64516,64585
15.15005493,0.1586406976,64531,147,64516,64585
15.20002937,0.2169375718,64530,148,64516,64586
15.25005722,0.2953125834,64529,148,64516,64587
15.30006123,0.3896172643,64528,148,64516,64587
15.35008717,0.495421946,64527,149,64516,64588
15.40005875,0.6085156798,64527,150,64516,64589
15.45005703,0.7216094136,64529,151,64516,64588
15.50006104,0.8159140944,64528,150,64516,64587
15.55008602,0.9217187762,64527,148,64515,64587
15.60005665,1.032812476,64528,145,64515,64586
15.65005779,1.136617184,64530,142,64516,64576
15.7000618,1.214992166,64532,140,64516,64555
15.75008106,1.249648452,64533,137,64516,64563
15.80005836,1.257867217,64533,136,64515,64571
15.85008907,1.264086008,64532,135,64516,64577
15.90006065,1.298742294,64533,134,64516,64582
15.9500885,1.30696106,64533,133,64516,64584
16.00006485,1.315179825,64532,134,64515,64587
16.05014992,1.347836018,64531,135,64516,64589
16.10006142,1.406132936,64531,136,64516,64590
16.15006638,1.464429855,64530,138,64516,64592
16.20005798,1.542804837,64531,140,64516,64595
16.25005913,1.601101756,64530,141,64516,64595
16.30005836,1.679476738,64530,142,64516,64596
16.3500576,1.75785172,64530,141,64515,64597
16.40008926,1.834226727,64529,139,64515,64598
16.45005608,1.926531434,64529,138,64516,64599
16.50005722,2,64533,136,64516,64601
16.55005455,2,64532,136,64516,64602
16.60005951,2,64532,135,64516,64602
16.65005875,2,64532,136,64516,64603
16.70005798,2,64531,137,64516,64604
16.75006485,2,64530,136,64516,64605
16.80006218,2,64530,136,64516,64606
16.85006142,2,64531,135,64516,64608
16.90006065,2,64531,136,64516,64609
16.95005608,2,64531,136,64515,64609
17.00005913,2,64532,137,64516,64610
17.05008507,2,64533,138,64516,64610
17.10008049,2,64534,138,64516,64611
17.15005493,1.979812503,64534,139,64516,64612
17.20009613,1.959625006,64534,139,64516,64613
17.25008202,1.939437509,64532,139,64516,64613
17.30005836,1.974093795,64534,138,64516,64614
17.35009766,1.953906298,64534,139,64516,64615
17.40006447,1.933718801,64535,140,64516,64615
17.45005989,1.883984447,64534,140,64516,64615
17.50008774,1.863796949,64536,141,64516,64616
17.55009079,1.78412509,64536,143,64516,64617
17.60006332,1.70445323,64536,144,64516,64617
17.65010643,1.62478137,64537,146,64515,64618
17.70005798,1.513468862,64537,147,64516,64618
17.75008583,1.404156327,64537,149,64516,64619
17.80005646,1.294843793,64536,150,64516,64619
17.85005569,1.215171933,64536,152,64516,64619
17.90005493,1.135500073,64537,153,64516,64620
17.95005608,1.026187539,64537,155,64516,64620
18.00005722,0.9168750048,64538,156,64516,64621
18.05005455,0.7788046598,64536,157,64516,64621
18.1000576,0.6991328001,64534,157,64516,64619
18.15008545,0.678945303,64533,157,64516,64622
18.2000618,0.6871640682,64532,156,64516,64622
18.25005531,0.7218202949,64533,155,64516,64623
18.30008125,0.7300390601,64533,155,64516,64626
18.35005569,0.7382578254,64533,155,64516,64623
18.40007973,0.7464765906,64533,154,64516,64622
18.45005798,0.7546953559,64534,154,64516,64596
18.50005531,0.7345078588,64533,155,64516,64583
18.55005455,0.742726624,64533,154,64516,64561
18.60005951,0.7509453893,64533,155,64516,64554
18.65005684,0.7591641545,64534,155,64517,64554
18.7000885,0.7409766316,64534,155,64516,64558
18.75005531,0.7207891345,64533,155,64516,64560
18.80005646,0.7290078998,64534,154,64516,64560
18.85006714,0.7088204026,64533,153,64516,64562
18.90008736,0.7170391679,64532,153,64516,64565
18.95007706,0.7516953945,64532,154,64516,64568
19.00008965,0.7863516212,64532,154,64516,64570
19.05006218,0.8210078478,64533,154,64516,64572
19.10006714,0.829226613,64533,155,64516,64574
19.15005875,0.8374453783,64534,155,64516,64575
19.20005608,0.8172578812,64534,155,64516,64576
19.25005531,0.797070384,64533,155,64516,64577
19.30005646,0.8052891493,64533,155,64516,64578
19.3500576,0.8135079145,64531,154,64516,64579
19.40005493,0.8718047738,64532,153,64516,64580
19.45005417,0.9064610004,64532,151,64516,64581
19.50005722,0.9411172271,64532,150,64516,64581
19.55008125,0.9757734537,64532,151,64516,64581
19.60005569,1.01042974,64533,151,64516,64577
19.65005875,1.018648505,64533,152,64516,64563
19.70005608,1.02686727,64531,154,64516,64556
19.75005531,1.085164189,64531,153,64516,64555
19.80005646,1.143461108,64532,158,64516,64554
19.8500576,1.178117394,64532,153,64516,64555
19.90005684,1.212773681,64533,154,64516,64557
19.95005989,1.220992446,64533,154,64516,64559
20.00005531,1.229211211,64533,155,64518,64560
20.05005646,1.241429925,64533,155,64516,64561
20.10005569,1.24964869,64532,156,64516,64562
20.15006065,1.284304976,64530,156,64516,64563
20.20005798,1.362679958,64530,156,64516,64563
20.25005531,1.44105494,64531,157,64516,64564
20.30005455,1.499351859,64532,157,64516,64565
20.35005569,1.534008145,64532,158,64516,64565
20.40008354,1.568664432,64533,157,64516,64566
20.45005798,1.576883197,64532,159,64516,64566
20.50005531,1.611539483,64532,158,64516,64567
20.55005455,1.646195769,64532,159,64516,64557
20.60005569,1.680852056,64532,160,64516,64570
20.65009117,1.715508342,64532,160,64516,64582
20.7000885,1.750164628,64533,160,64516,64585
20.7500782,1.758383393,64533,162,64516,64590
20.80009079,1.766602159,64533,162,64516,64592
20.8501091,1.774820924,64533,163,64516,64596
20.90008736,1.783039689,64533,164,64516,64598
20.95007515,1.791258454,64534,164,64516,64603
21.00005722,1.771070957,64534,165,64516,64601
21.05005646,1.75088346,64534,166,64516,64602
21.10005569,1.730695963,64534,166,64516,64604
21.15005684,1.710508466,64533,167,64516,64605
21.20005608,1.718727231,64533,167,64516,64606
21.25005531,1.726945996,64534,169,64516,64607
21.30005646,1.706758499,64534,169,64516,64608
21.35005569,1.686571002,64534,169,64516,64609
21.40005875,1.666383505,65264,202,64516,64610
21.45005417,1.341875672,65048,216,64516,64611
21.50005341,1.01736784,64674,210,64516,64611
21.55005455,0.6928600073,64552,206,64516,64612
21.60006142,0.3455162346,64537,472,64516,64613
21.65005493,0.2362037301,64659,461,64516,64614
21.70005417,-0.08830410242,64550,429,64516,64587
21.75005722,-0.4260228574,64536,397,64516,64553
21.80005646,-0.505694747,64535,374,64516,64552
21.8500576,-0.555429101,64533,350,64516,64546
21.90005493,-0.5472103357,64533,720,64516,64550
21.95005798,-0.5389915705,64802,669,64514,64553
22.00005531,-0.8674994111,64556,605,64516,64555
22.05006409,-1.223882198,64822,559,64517,64557
22.1000843,-1.546390057,65004,512,64516,64559
22.15008736,-1.870897889,64743,854,64516,64559
22.20005417,-2.195405722,64572,818,64516,64559
22.25005722,-2.532233953,64535,718,64514,64560
22.30005836,-2.585968256,64534,682,64516,64560
22.35006523,-2.606155872,64533,599,64516,64561
22.40010071,-2.597937107,64533,555,64517,64561
22.45005798,-2.587718248,64533,508,64517,64562
22.50005341,-2.57749939,64534,470,64518,64564
22.55005646,-2.593686819,64534,440,64518,64565
22.60005569,-2.609874249,64534,409,64518,64565
22.65005684,-2.626061678,64534,387,64518,64568
22.70005798,-2.642249107,64534,363,64518,64567
22.75005531,-2.658436537,64533,342,64518,64568
22.80005836,-2.646217823,64533,327,64518,64568
22.85006714,-2.633999109,64533,312,64519,64569
22.90005684,-2.619780302,64534,297,64519,64569
22.95005798,-2.633967876,64533,283,64519,64570
23.00005913,-2.619749069,64533,273,64521,64570
23.05005836,-2.601530313,64532,261,64519,64571
23.1000576,-2.560873985,64533,252,64519,64571
23.15005684,-2.546655178,64533,242,64519,64572
23.20005417,-2.532436371,64533,238,64518,64572
23.25005722,-2.520217657,64534,228,64518,64573
23.30006218,-2.536405087,64534,222,64517,64572
23.3500576,-2.554592609,64534,217,64517,64574
23.40009308,-2.572780132,64534,213,64518,64574
23.45005989,-2.588967562,64534,207,64518,64574
23.50008202,-2.605154991,64534,204,64518,64575
23.55005836,-2.621342421,64535,200,64517,64575
23.60005569,-2.669076681,64533,197,64518,64576
23.65005684,-2.656857967,64533,195,64518,64577
23.70005608,-2.644639254,64533,193,64518,64577
23.75006104,-2.63242054,64533,190,64518,64577
23.80005455,-2.620201826,64533,188,64519,64577
23.85005569,-2.605983019,64534,187,64519,64578
23.90005493,-2.620170593,64533,185,64519,64578
23.95005989,-2.605951786,64532,183,64519,64579
24.00005722,-2.565295458,64532,182,64519,64579
24.05006409,-2.52463913,64532,180,64519,64579
24.10005951,-2.483982801,64532,180,64519,64579
24.15005875,-2.443326473,64532,179,64518,64580
24.20010948,-2.404670238,64533,178,64518,64580
24.25008202,-2.392451525,64533,178,64517,64580
24.30008507,-2.382232666,64534,178,64517,64581
24.35008812,-2.400420189,64534,178,64517,64581
24.40008545,-2.418607712,64535,178,64517,64581
24.4501133,-2.466341972,64534,178,64517,64581
24.50005722,-2.484529495,64536,178,64517,64582
24.55005455,-2.562201262,64537,179,64518,64582
24.60005379,-2.667513847,64537,179,64517,64582
24.65005875,-2.774826288,64537,179,64517,64583
24.7000885,-2.882138729,64535,178,64517,64583
24.75005722,-2.92987299,64529,176,64518,64583
24.80005455,-2.831568241,64530,174,64518,64583
24.85005569,-2.749193192,64531,173,64519,64583
24.90008545,-2.684896231,64734,172,64520,64583
24.9500885,-3,64561,170,64520,64584
25.00005913,-3,64538,169,64520,64584
25.05005646,-3,64535,170,64521,64584
25.10008049,-3,64534,169,64522,64584
25.15008736,-3,64717,169,64522,64584
25.20005798,-3,64569,169,64523,64585
25.25008202,-3,64538,168,64523,64585
25.30005455,-3,64535,167,64523,64585
25.35005569,-3,64535,166,64523,64585
25.40006065,-3,64534,165,64524,64586
25.45008659,-3,64534,164,64524,64586
25.50006294,-3,64534,165,64524,64586
25.55005836,-3,64534,166,64524,64586
25.6000576,-3,64533,167,64524,64586
25.65009117,-2.975781202,64533,170,64524,64587
25.70014,-2.951562405,64532,168,64524,64589
25.75005913,-2.900906086,64530,165,64525,64587
25.80008316,-2.804531097,64531,163,64524,64587
25.85005951,-2.730234146,64531,160,64524,64587
25.90006256,-2.655937195,64532,159,64523,64588
25.95005989,-2.60728097,64532,159,64523,64588
26.00005531,-2.558624744,64533,158,64520,64588
26.0501461,-2.542406082,64533,157,64518,64588
26.10006523,-2.530187368,64533,157,64517,64588
26.15005875,-2.51996851,64533,157,64517,64588
26.20005608,-2.509749651,64532,157,64517,64588
26.25005913,-2.47309351,64533,157,64517,64589
26.30005646,-2.462874651,64533,157,64517,64589
26.35005951,-2.452655792,64534,157,64517,64589
26.40005684,-2.470843315,64533,157,64517,64589
26.45005608,-2.460624456,64533,158,64517,64590
26.50005722,-2.450405598,64533,158,64517,64590
26.55005646,-2.440186739,64532,160,64517,64590
26.60006142,-2.403530598,64531,160,64517,64590
26.65005684,-2.343233824,64531,161,64517,64590
26.70005608,-2.28293705,64532,161,64517,64591
26.75005531,-2.246280909,64534,162,64517,64591
26.80005646,-2.264468431,64535,162,64516,64591
26.85005951,-2.314202785,64534,162,64516,64591
26.90005493,-2.334390402,64535,163,64516,64591
26.95005417,-2.384124756,64535,163,64516,64591
27.00006104,-2.43385911,64535,164,64516,64591
27.05005455,-2.483593464,64535,165,64516,64592
27.10007668,-2.533327818,64535,165,64516,64592
27.15005493,-2.583062172,64534,166,64516,64594
27.20008659,-2.603249788,64532,165,64516,64592
27.25005722,-2.568593502,64530,169,64517,64592
27.30005455,-2.488218546,64529,167,64517,64592
27.35005569,-2.391913891,64529,165,64517,64592
27.40005493,-2.295609236,64530,163,64517,64593
27.45005989,-2.21523428,64532,161,64517,64593
27.50005913,-2.178578138,64532,161,64516,64593
27.55005836,-2.143921852,64533,160,64516,64593
27.60005569,-2.135703087,64533,160,64516,64595
27.65005875,-2.127484322,64533,160,64516,64594
27.70005608,-2.119265556,64533,159,64516,64593
27.75005531,-2.111046791,64533,159,64517,64594
27.80005646,-2.100827932,64537,160,64516,64594
27.85007858,-2.210140467,64534,160,64516,64594
27.90005684,-2.230328083,64533,161,64516,64594
27.9500885,-2.222109318,64533,161,64516,64594
28.00005531,-2.213890553,64534,161,64517,64594
28.05008507,-2.232078075,64533,162,64516,64595
28.10008812,-2.22385931,64534,162,64516,64595
28.15005875,-2.244046926,64534,162,64516,64595
28.20008659,-2.264234543,64533,162,64516,64595
28.25008011,-2.256015778,64533,162,64516,64596
28.30005836,-2.247797012,64533,162,64516,64596
28.35009193,-2.239578247,64533,162,64516,64596
28.40007019,-2.231359482,64531,162,64516,64596
28.45005608,-2.173062563,64531,162,64517,64596
28.50005531,-2.112765789,65454,164,64517,64596
28.55005646,-2.435273647,64884,165,64515,64596
28.6000576,-2.761781454,64582,166,64518,64596
28.65005875,-3,64540,166,64516,64596
28.70005989,-3,64542,166,64516,64596
28.75005913,-3,64537,167,64519,64596
28.80005836,-3,64537,167,64522,64590
28.85008812,-3,64535,166,64524,64590
28.90005493,-3,64531,162,64525,64591
28.95005989,-2.923703194,64531,161,64526,64592
29.000103,-2.845406294,64531,159,64526,64592
29.05005455,-2.767109394,64531,158,64525,64592
29.1000576,-2.690812588,64532,157,64523,64593
29.15005684,-2.642156363,64533,156,64522,64593
29.20005989,-2.621937513,64534,155,64521,64593
29.25006104,-2.632124901,64534,155,64518,64594
29.30006218,-2.64831233,64534,155,64517,64594
29.35008621,-2.666499853,64534,155,64517,64594
29.40005875,-2.684687376,64534,156,64517,64594
29.45005608,-2.702874899,64534,156,64518,64595
29.50005531,-2.719062328,64535,156,64517,64595
29.55005836,-2.766796589,64535,157,64518,64595
29.6000824,-2.812530994,64535,158,64518,64595
29.65006065,-2.8582654,64535,159,64518,64598
29.70013618,-2.903999805,64535,161,64519,64595
29.75005722,-2.947734118,64535,162,64520,64596
29.80005646,-2.989468575,64535,162,64521,64596
29.8500576,-3,64535,165,64523,64596
29.90005684,-3,64534,160,64524,64596
29.95005417,-3,64534,160,64525,64596
30.00005531,-3,64535,160,64525,64597
30.05005455,-3,64535,160,64526,64597
